PMID	Text
22384253	Glutamate induces the elongation of early dendritic protrusions via mGluRs in wild type mice, but not in fragile X mice.          Fragile X syndrome (FXS), the most common inherited from of autism and mental impairment, is caused by transcriptional silencing of the Fmr1 gene, resulting in the loss of the RNA-binding protein FMRP. Dendritic spines of cortical pyramidal neurons in affected individuals are abnormally immature and in Fmr1 knockout (KO) mice they are also abnormally unstable. This could result in defects in synaptogenesis, because spine dynamics are critical for synapse formation. We have previously shown that the earliest dendritic protrusions, which are highly dynamic and might serve an exploratory role to reach out for axons, elongate in response to glutamate. Here, we tested the hypothesis that this process is mediated by metabotropic glutamate receptors (mGluRs) and that it is defective in Fmr1 KO mice. Using time-lapse imaging with two-photon microscopy in acute brain slices from early postnatal mice, we find that early dendritic protrusions in layer 2/3 neurons become longer in response to application of glutamate or DHPG, a Group 1 mGluR agonist. Blockade of mGluR5 signaling, which reverses some adult phenotypes of KO mice, prevented the glutamate-mediated elongation of early protrusions. In contrast, dendritic protrusions from KO mice failed to respond to glutamate. Thus, absence of FMRP may impair the ability of cortical pyramidal neurons to respond to glutamate released from nearby pre-synaptic terminals, which may be a critical step to initiate synaptogenesis and stabilize spines.        
29859980	Loss of Sodium-Activated Potassium Channel Slack and FMRP Differentially Affect Social Behavior in Mice.         FMRP, Fragile-X-Syndrome, Slo2.2, autism-spectrum disorder, slack, social behavior The sodium-activated potassium channel Slack (Slo2.2) is widely expressed in central and peripheral neurons where it is supposed to shape firing properties important for neuronal excitability. Slack activity is enhanced by interaction with the Fragile-X-Mental-Retardation-Protein (FMRP) and loss of FMRP leads to decreased sodium-activated potassium currents in medial nucleus of the trapezoid body neurons of the Fmr1-knockout (KO) mouse representing a mouse model of the human Fragile-X-Syndrome (FXS) and autism. Autism is a frequent comorbidity of FXS, but it is unclear whether Slack is involved in autistic or related conditions of FXS in vivo. By applying a wide range of behavioral tests, we compared social and autism-related behaviors in Slack- and FMRP-deficient mice. In our hands, as expected, FMRP-deficiency causes autism-related behavioral changes in nesting and in a marble-burying test. In contrast, Slack-deficient males exhibited specific abnormalities in sociability in direct and indirect social interaction tests. Hence, we show for the first time that a proper Slack channel function is mandatory for normal social behavior in mice. Nevertheless, as deficits in social behaviors seem to occur independently from each other in FMRP and Slack null mutants, we conclude that Slack is not involved in the autistic phenotype of FMRP KO mice.          
22017584	Molecular mechanisms of fragile X syndrome: a twenty-year perspective.          Fragile X syndrome (FXS) is a common form of inherited intellectual disability and is one of the leading known causes of autism. The mutation responsible for FXS is a large expansion of the trinucleotide CGG repeat in the 5' untranslated region of the X-linked gene FMR1. This expansion leads to DNA methylation of FMR1 and to transcriptional silencing, which results in the absence of the gene product, FMRP, a selective messenger RNA (mRNA)-binding protein that regulates the translation of a subset of dendritic mRNAs. FMRP is critical for mGluR (metabotropic glutamate receptor)-dependent long-term depression, as well as for other forms of synaptic plasticity; its absence causes excessive and persistent protein synthesis in postsynaptic dendrites and dysregulated synaptic function. Studies continue to refine our understanding of FMRP's role in synaptic plasticity and to uncover new functions of this protein, which have illuminated therapeutic approaches for FXS.        
22022567	Epigenetic characterization of the FMR1 gene and aberrant neurodevelopment in human induced pluripotent stem cell models of fragile X syndrome.          Fragile X syndrome (FXS) is the most common inherited cause of intellectual disability. In addition to cognitive deficits, FXS patients exhibit hyperactivity, attention deficits, social difficulties, anxiety, and other autistic-like behaviors. FXS is caused by an expanded CGG trinucleotide repeat in the 5' untranslated region of the Fragile X Mental Retardation (FMR1) gene leading to epigenetic silencing and loss of expression of the Fragile X Mental Retardation protein (FMRP). Despite the known relationship between FMR1 CGG repeat expansion and FMR1 silencing, the epigenetic modifications observed at the FMR1 locus, and the consequences of the loss of FMRP on human neurodevelopment and neuronal function remain poorly understood. To address these limitations, we report on the generation of induced pluripotent stem cell (iPSC) lines from multiple patients with FXS and the characterization of their differentiation into post-mitotic neurons and glia. We show that clones from reprogrammed FXS patient fibroblast lines exhibit variation with respect to the predominant CGG-repeat length in the FMR1 gene. In two cases, iPSC clones contained predominant CGG-repeat lengths shorter than measured in corresponding input population of fibroblasts. In another instance, reprogramming a mosaic patient having both normal and pre-mutation length CGG repeats resulted in genetically matched iPSC clonal lines differing in FMR1 promoter CpG methylation and FMRP expression. Using this panel of patient-specific, FXS iPSC models, we demonstrate aberrant neuronal differentiation from FXS iPSCs that is directly correlated with epigenetic modification of the FMR1 gene and a loss of FMRP expression. Overall, these findings provide evidence for a key role for FMRP early in human neurodevelopment prior to synaptogenesis and have implications for modeling of FXS using iPSC technology. By revealing disease-associated cellular phenotypes in human neurons, these iPSC models will aid in the discovery of novel therapeutics for FXS and other autism-spectrum disorders sharing common pathophysiology.        
29367010	Chronic minocycline treatment improves hippocampal neuronal structure, NMDA receptor function, and memory processing in Fmr1 knockout mice.         Behaviour, Fragile X Syndrome, Hippocampus, Minocycline, NMDA, Synaptic plasticity Fragile X Syndrome (FXS) is the most common inherited cause of intellectual disability, and is the leading known single-gene cause of autism spectrum disorder. FXS patients display varied behavioural deficits that include mild to severe cognitive impairments in addition to mood disorders. Currently there is no cure for this condition, however minocycline is becoming commonly prescribed as a treatment for FXS patients. Minocycline has been reported to alleviate social behavioural deficits, and improve verbal functioning in patients with FXS; however, its mode of action is not well understood. Previously we have shown that FXS results in learning impairments that involve deficits in N-methyl-d-aspartate (NMDA) receptor-dependent synaptic plasticity in the hippocampal dentate gyrus (DG). Here we tested whether chronic treatment with minocycline can improve these deficits by enhancing NMDA receptor-dependent functional and structural plasticity in the DG. Minocycline treatment resulted in a significant enhancement in NMDA receptor function in the dentate granule cells. This was accompanied by an increase in PSD-95 and GluN2A and GluN2B subunits in hippocampal synaptoneurosome fractions. Minocycline treatment also enhanced dentate granule cell dendritic length and branching. In addition, our results show that chronic minocycline treatment can rescue performance in novel object recognition in FXS mice. These findings indicate that minocycline treatment has both structural and functional benefits for hippocampal cells, which may partly contribute to the pro-cognitive effects minocycline appears to have for treating FXS.          
29375310	Negative Effects of Chronic Rapamycin Treatment on Behavior in a Mouse Model of Fragile X Syndrome.         Fragile X, anxiety, hyperactivity, learning and memory, mTORC1, rapamycin, sleep, social behavior Fragile X syndrome (FXS), the most common form of inherited intellectual disability, is also highly associated with autism spectrum disorders (ASD). It is caused by expansion of a CGG repeat sequence on the X chromosome resulting in silencing of the         FMR1 gene. This is modeled in the mouse by deletion of Fmr1 (Fmr1 KO). Fmr1 KO mice recapitulate many of the behavioral features of the disorder including seizure susceptibility, hyperactivity, impaired social behavior, sleep problems, and learning and memory deficits. The mammalian target of rapamycin pathway (mTORC1) is upregulated in Fmr1 KO mice and is thought to be important for the pathogenesis of this disorder. We treated Fmr1 KO mice chronically with an mTORC1 inhibitor, rapamycin, to determine if rapamycin treatment could reverse behavioral phenotypes. We performed open field, zero maze, social behavior, sleep, passive avoidance, and audiogenic seizure testing. We found that pS6 was upregulated in Fmr1 KO mice and normalized by rapamycin treatment, but, except for an anxiogenic effect, it did not reverse any of the behavioral phenotypes examined. In fact, rapamycin treatment had an adverse effect on sleep and social behavior in both control and Fmr1 KO mice. These results suggest that targeting the mTOR pathway in FXS is not a good treatment strategy and that other pathways should be considered.
29379191	Genetic cluster of fragile X syndrome in a Colombian district.          Fragile X syndrome (FXS) is the most common cause of inherited intellectual disabilities and autism. The reported prevalence of the full mutation (FM) gene FMR1 in the general population is 0.2-0.4 per 1000 males and 0.125-0.4 per 1000 females. Population screening for FMR1 expanded alleles has been performed in newborns and in an adult population. However, it has never been carried out in an entire town. Ricaurte is a Colombian district with 1186 habitants, with a high prevalence of FXS, which was first described by cytogenetic techniques in 1999.          
20519966	An assay for social interaction in Drosophila fragile X mutants.          We developed a novel assay to examine social interactions in Drosophila and, as a first attempt, apply it here at examining the behavior of Drosophila Fragile X Mental Retardation gene (dfmr1) mutants. Fragile X syndrome is the most common cause of single gene intellectual disability (ID) and is frequently associated with autism. Our results suggest that dfmr1 mutants are less active than wild-type flies and interact with each other less often. In addition, mutants for one allele of dfmr1, dfmr1(B55), are more likely to come in close contact with a wild-type fly than another dfmr1(B55) mutant. Our results raise the possibility of defective social expression with preserved receptive abilities. We further suggest that the assay may be applied in a general strategy of examining endophenoypes of complex human neurological disorders in Drosophila, and specifically in order to understand the genetic basis of social interaction defects linked with ID.        
20534533	Characterization and reversal of synaptic defects in the amygdala in a mouse model of fragile X syndrome.          Fragile X syndrome (FXS), a common inherited form of mental impairment and autism, is caused by transcriptional silencing of the fragile X mental retardation 1 (FMR1) gene. Earlier studies have identified a role for aberrant synaptic plasticity mediated by the metabotropic glutamate receptors (mGluRs) in FXS. However, many of these observations are derived primarily from studies in the hippocampus. The strong emotional symptoms of FXS, on the other hand, are likely to involve the amygdala. Unfortunately, little is known about how exactly FXS affects synaptic function in the amygdala. Here, using whole-cell recordings in brain slices from adult Fmr1 knockout mice, we find mGluR-dependent long-term potentiation to be impaired at thalamic inputs to principal neurons in the lateral amygdala. Consistent with this long-term potentiation deficit, surface expression of the AMPA receptor subunit, GluR1, is reduced in the lateral amygdala of knockout mice. In addition to these postsynaptic deficits, lower presynaptic release was manifested by a decrease in the frequency of spontaneous miniature excitatory postsynaptic currents (mEPSCs), increased paired-pulse ratio, and slower use-dependent block of NMDA receptor currents. Strikingly, pharmacological inactivation of mGluR5 with 2-methyl-6-phenylethynyl-pyridine (MPEP) fails to rescue either the deficit in long-term potentiation or surface GluR1. However, the same acute MPEP treatment reverses the decrease in mEPSC frequency, a finding of potential therapeutic relevance. Therefore, our results suggest that synaptic defects in the amygdala of knockout mice are still amenable to pharmacological interventions against mGluR5, albeit in a manner not envisioned in the original hippocampal framework.        
20534828	Delayed stabilization of dendritic spines in fragile X mice.          Fragile X syndrome (FXS) causes mental impairment and autism through transcriptional silencing of the Fmr1 gene, resulting in the loss of the RNA-binding protein fragile X mental retardation protein (FMRP). Cortical pyramidal neurons in affected individuals and Fmr1 knock-out (KO) mice have an increased density of dendritic spines. The mutant mice also show defects in synaptic and experience-dependent circuit plasticity, which are known to be mediated in part by dendritic spine dynamics. We used in vivo time-lapse imaging with two-photon microscopy through cranial windows in male and female neonatal mice to test the hypothesis that dynamics of dendritic protrusions are altered in KO mice during early postnatal development. We find that layer 2/3 neurons from wild-type mice exhibit a rapid decrease in dendritic spine dynamics during the first 2 postnatal weeks, as immature filopodia are replaced by mushroom spines. In contrast, KO mice show a developmental delay in the downregulation of spine turnover and in the transition from immature to mature spine subtypes. Blockade of metabotropic glutamate receptor (mGluR) signaling, which reverses some adult phenotypes of KO mice, accentuated this immature protrusion phenotype in KO mice. Thus, absence of FMRP delays spine stabilization and dysregulated mGluR signaling in FXS may partially normalize this early synaptic defect.        
14981523	Sensorimotor gating abnormalities in young males with fragile X syndrome and Fmr1-knockout mice.          Fragile X syndrome (FXS) is the most common single gene (FMR1) disorder affecting cognitive and behavioral function in humans. This syndrome is characterized by a cluster of abnormalities including lower IQ, attention deficits, impairments in adaptive behavior and increased incidence of autism. Here, we show that young males with FXS have profound deficits in prepulse inhibition (PPI), a basic marker of sensorimotor gating that has been extensively studied in rodents. Importantly, the magnitude of the PPI impairments in the fragile X children predicted the severity of their IQ, attention, adaptive behavior and autistic phenotypes. Additionally, these measures were highly correlated with each other, suggesting that a shared mechanism underlies this complex phenotypic cluster. Studies in Fmr1-knockout mice also revealed sensorimotor gating and learning abnormalities. However, PPI and learning were enhanced rather than reduced in the mutants. Therefore, these data show that mutations of the FMR1 gene impact equivalent processes in both humans and mice. However, since these phenotypic changes are opposite in direction, they also suggest that murine compensatory mechanisms following loss of FMR1 function differ from those in humans.        
15000256	Single-strand conformation polymorphism analysis of the FMR1 gene in autistic and mentally retarded children in Japan.          Fragile X syndrome is one of the most common causes of mental retardation in males, and patients with fragile X syndrome occasionally develop autism. It is usually caused by an expansion of the trinucleotide repeat in the 5'-untranslated region of the FMR1 gene, but in a small number of patients deletions and point mutations have been identified. We screened all 17 exons of the FMR1 gene for mutations in 90 autistic or mentally retarded children using polymerase chain reaction (PCR)-single strand conformation polymorphism (SSCP) analysis. No mutations were found in 76 male patients. However, one female patient was heterozygous for a normal allele and a mutant allele with an A to C substitution at nucleotide 879 in exon 9. This mutation was not found in 50 controls. Reverse transcription-PCR revealed that a large proportion of the mutant transcripts were spliced aberrantly, causing premature termination of the protein synthesis. Although uncommon, point mutations in the FMR1 gene may be a cause of autism and mental retardation in Japanese patients.        
30319351	New Insights Into the Role of Ca        v2 Protein Family in Calcium Flux Deregulation in Fmr1-KO Neurons. Cacna1a, Cav2.1, Fragile X syndrome, calcium homeostasis, ratiometric calcium imaging Fragile X syndrome (FXS), the most common form of inherited intellectual disability (ID) and a leading cause of autism, results from the loss of expression of the         Fmr1 gene which encodes the RNA-binding protein Fragile X Mental Retardation Protein (FMRP). Among the thousands mRNA targets of FMRP, numerous encode regulators of ion homeostasis. It has also been described that FMRP directly interacts with Ca2+ channels modulating their activity. Collectively these findings suggest that FMRP plays critical roles in Ca2+ homeostasis during nervous system development. We carried out a functional analysis of Ca2+ regulation using a calcium imaging approach in Fmr1-KO cultured neurons and we show that these cells display impaired steady state Ca2+ concentration and an altered entry of Ca2+ after KCl-triggered depolarization. Consistent with these data, we show that the protein product of the Cacna1a gene, the pore-forming subunit of the Cav2.1 channel, is less expressed at the plasma membrane of Fmr1-KO neurons compared to wild-type (WT). Thus, our findings point out the critical role that Cav2.1 plays in the altered Ca2+ flux in Fmr1-KO neurons, impacting Ca2+ homeostasis of these cells. Remarkably, we highlight a new phenotype of cultured Fmr1-KO neurons that can be considered a novel cellular biomarker and is amenable to small molecule screening and identification of new drugs to treat FXS.
26547130	First glimpses of the neurobiology of autism spectrum disorder.          Rapid progress in identifying the genes underlying autism spectrum disorder (ASD) has provided the substrate for a first wave of analyses into the underlying neurobiology. This review describes the consensus across these diverse analyses, highlighting two distinct sets of genes: 1) Genes that regulate chromatin and transcription, especially in cortical projection neurons and striatal medium spiny neurons during mid-fetal development; and 2) Genes involved in synapse development and function, especially during infancy and early childhood, and differentially expressed in the post mortem ASD brain. Both gene sets are also regulatory targets of the ASD genes CHD8 and FMRP. It remains to be seen whether these represent two independent paths to the ASD phenotype or two components of a common path.           
26554012	A 3' untranslated region variant in FMR1 eliminates neuronal activity-dependent translation of FMRP by disrupting binding of the RNA-binding protein HuR.         FMR1, FMRP, HuR, autism, fragile X syndrome Fragile X syndrome is a common cause of intellectual disability and autism spectrum disorder. The gene underlying the disorder, fragile X mental retardation 1 (FMR1), is silenced in most cases by a CGG-repeat expansion mutation in the 5' untranslated region (UTR). Recently, we identified a variant located in the 3'UTR of FMR1 enriched among developmentally delayed males with normal repeat lengths. A patient-derived cell line revealed reduced levels of endogenous fragile X mental retardation protein (FMRP), and a reporter containing a patient 3'UTR caused a decrease in expression. A control reporter expressed in cultured mouse cortical neurons showed an expected increase following synaptic stimulation that was absent when expressing the patient reporter, suggesting an impaired response to neuronal activity. Mobility-shift assays using a control RNA detected an RNA-protein interaction that is lost with the patient RNA, and HuR was subsequently identified as an associated protein. Cross-linking immunoprecipitation experiments identified the locus as an in vivo target of HuR, supporting our in vitro findings. These data suggest that the disrupted interaction of HuR impairs activity-dependent translation of FMRP, which may hinder synaptic plasticity in a clinically significant fashion.         
26558778	Convergence of Hippocampal Pathophysiology in Syngap+/- and Fmr1-/y Mice.         STED, SynGAP, fragile X syndrome, long-term depression, mGluR, neurodevelopmental disorder Previous studies have hypothesized that diverse genetic causes of intellectual disability (ID) and autism spectrum disorders (ASDs) converge on common cellular pathways. Testing this hypothesis requires detailed phenotypic analyses of animal models with genetic mutations that accurately reflect those seen in the human condition (i.e., have structural validity) and which produce phenotypes that mirror ID/ASDs (i.e., have face validity). We show that SynGAP haploinsufficiency, which causes ID with co-occurring ASD in humans, mimics and occludes the synaptic pathophysiology associated with deletion of the Fmr1 gene. Syngap(+/-) and Fmr1(-/y) mice show increases in basal protein synthesis and metabotropic glutamate receptor (mGluR)-dependent long-term depression that, unlike in their wild-type controls, is independent of new protein synthesis. Basal levels of phosphorylated ERK1/2 are also elevated in Syngap(+/-) hippocampal slices. Super-resolution microscopy reveals that Syngap(+/-) and Fmr1(-/y) mice show nanoscale alterations in dendritic spine morphology that predict an increase in biochemical compartmentalization. Finally, increased basal protein synthesis is rescued by negative regulators of the mGlu subtype 5 receptor and the Ras-ERK1/2 pathway, indicating that therapeutic interventions for fragile X syndrome may benefit patients with SYNGAP1 haploinsufficiency.          
26559723	Hippocampal dysregulation of FMRP/mGluR5 signaling in engrailed-2 knockout mice: a model of autism spectrum disorders.          Many evidences indicate that mice lacking the homeobox transcription factor engrailed-2 (En2(-/-) mice) represent a reliable model to investigate neurodevelopmental basis and gene expression changes relevant to autism spectrum disorders. Dysfunctions in fragile X mental retardation protein (FMRP), metabotropic glutamate receptor 5 (mGluR5), and GABAergic signaling pathways have been proposed as a possible pathogenic mechanism of autism spectrum disorders. Here, we exploited En2(-/-) mice to investigate hippocampal expression of FMRP, mGluR5, and GABA(A) receptor β3 subunit (GABRB3). Quantitative reverse-transcription PCR showed that all these mRNAs were significantly downregulated in En2(-/-) mice compared with wild-type littermates. Western blot and immunohistochemistry confirmed the downregulation of FMRP and GABRB3 proteins, while showing a significant increase of mGluR5 protein in the En2(-/-) hippocampus. Our results suggest that the dysregulation of FMRP-mGluR5 signaling pathway, accompanied with a downregulation of GABRB3 expression, may contribute to the 'autistic-like' features observed in En2 mice, providing possible molecular targets for future pharmacological studies.        
21068064	dFMRP and Caprin, translational regulators of synaptic plasticity, control the cell cycle at the Drosophila mid-blastula transition.          The molecular mechanisms driving the conserved metazoan developmental shift referred to as the mid-blastula transition (MBT) remain mysterious. Typically, cleavage divisions give way to longer asynchronous cell cycles with the acquisition of a gap phase. In Drosophila, rapid synchronous nuclear divisions must pause at the MBT to allow the formation of a cellular blastoderm through a special form of cytokinesis termed cellularization. Drosophila Fragile X mental retardation protein (dFMRP; FMR1), a transcript-specific translational regulator, is required for cellularization. The role of FMRP has been most extensively studied in the nervous system because the loss of FMRP activity in neurons causes the misexpression of specific mRNAs required for synaptic plasticity, resulting in mental retardation and autism in humans. Here, we show that in the early embryo dFMRP associates specifically with Caprin, another transcript-specific translational regulator implicated in synaptic plasticity, and with eIF4G, a key regulator of translational initiation. dFMRP and Caprin collaborate to control the cell cycle at the MBT by directly mediating the normal repression of maternal Cyclin B mRNA and the activation of zygotic frühstart mRNA. These findings identify two new targets of dFMRP regulation and implicate conserved translational regulatory mechanisms in processes as diverse as learning, memory and early embryonic development.        
26850918	Matrix metalloproteinase-9 deletion rescues auditory evoked potential habituation deficit in a mouse model of Fragile X Syndrome.         Auditory cortex, Autism, Cortical event related potentials, Fragile X Syndrome, Matrix metalloproteinase-9, Sensory hypersensitivity Sensory processing deficits are common in autism spectrum disorders, but the underlying mechanisms are unclear. Fragile X Syndrome (FXS) is a leading genetic cause of intellectual disability and autism. Electrophysiological responses in humans with FXS show reduced habituation with sound repetition and this deficit may underlie auditory hypersensitivity in FXS. Our previous study in Fmr1 knockout (KO) mice revealed an unusually long state of increased sound-driven excitability in auditory cortical neurons suggesting that cortical responses to repeated sounds may exhibit abnormal habituation as in humans with FXS. Here, we tested this prediction by comparing cortical event related potentials (ERP) recorded from wildtype (WT) and Fmr1 KO mice. We report a repetition-rate dependent reduction in habituation of N1 amplitude in Fmr1 KO mice and show that matrix metalloproteinase-9 (MMP-9), one of the known FMRP targets, contributes to the reduced ERP habituation. Our studies demonstrate a significant up-regulation of MMP-9 levels in the auditory cortex of adult Fmr1 KO mice, whereas a genetic deletion of Mmp-9 reverses ERP habituation deficits in Fmr1 KO mice. Although the N1 amplitude of Mmp-9/Fmr1 DKO recordings was larger than WT and KO recordings, the habituation of ERPs in Mmp-9/Fmr1 DKO mice is similar to WT mice implicating MMP-9 as a potential target for reversing sensory processing deficits in FXS. Together these data establish ERP habituation as a translation relevant, physiological pre-clinical marker of auditory processing deficits in FXS and suggest that abnormal MMP-9 regulation is a mechanism underlying auditory hypersensitivity in FXS.          
29325626	Fragile X syndrome and fragile X-associated tremor ataxia syndrome.         FMR1, FXPOI, FXS, FXTAS, fragile X syndrome, fragile X-associated primary ovarian insufficiency, fragile X-associated tremor/ataxia syndrome Fragile X-associated disorders encompass several conditions, which are caused by expansion mutations in the fragile X mental retardation 1 (FMR1) gene. Fragile X syndrome is the most common inherited etiology of intellectual disability and results from a full mutation or >200 CGG repeats in FMR1. It is associated with developmental delay, autism spectrum disorder, and seizures. Fragile X-associated tremor/ataxia syndrome is a progressive neurodegenerative disease that occurs in premutation carriers of 55-200 CGG repeats in FMR1 and is characterized by kinetic tremor, gait ataxia, parkinsonism, executive dysfunction, and neuropathy. Fragile X-associated primary ovarian insufficiency also occurs in premutation carrier women and manifests with infertility and early menopause. The diseases constituting fragile X-associated disorders differ mechanistically, due to the distinct molecular properties of premutation versus full mutations. Fragile X syndrome occurs when there is a lack of fragile X mental retardation protein (FMRP) due to FMR1 methylation and silencing. In fragile X-associated tremor ataxia syndrome, a toxic gain of function is postulated with the production of excess CGG repeat-containing FMR1 mRNA, abnormal translation of the repeat sequence leading to production of polyglycine, polyalanine, and other polypeptides and to outright deficits in translation leading to reduced FMRP at larger premutation sizes. The changes in underlying brain chemistry due to FMR1 mutations have led to therapeutic studies in these disorders, with some progress being made in fragile X syndrome. This paper also summarizes indications for testing, genetic counseling issues, and what the future holds for these disorders.          
25432637	GABA receptor subunit distribution and FMRP-mGluR5 signaling abnormalities in the cerebellum of subjects with schizophrenia, mood disorders, and autism.         Bipolar disorder, Cerebellum, FMRP, GABA, Schizophrenia, mGluR5 Gamma-aminobutyric acid (GABA) is the main inhibitory neurotransmitter in the brain. GABAergic receptor abnormalities have been documented in several major psychiatric disorders including schizophrenia, mood disorders, and autism. Abnormal expression of mRNA and protein for multiple GABA receptors has also been observed in multiple brain regions leading to alterations in the balance between excitatory/inhibitory signaling in the brain with potential profound consequences for normal cognition and maintenance of mood and perception. Altered expression of GABAA receptor subunits has been documented in fragile X mental retardation 1 (FMR1) knockout mice, suggesting that loss of its protein product, fragile X mental retardation protein (FMRP), impacts GABAA subunit expression. Recent postmortem studies from our laboratory have shown reduced expression of FMRP in the brains of subjects with schizophrenia, bipolar disorder, major depression, and autism. FMRP acts as a translational repressor and, under normal conditions, inhibits metabotropic glutamate receptor 5 (mGluR5)-mediated signaling. In fragile X syndrome (FXS), the absence of FMRP is hypothesized to lead to unregulated mGluR5 signaling, ultimately resulting in the behavioral and intellectual impairments associated with this disorder. Our laboratory has identified changes in mGluR5 expression in autism, schizophrenia, and mood disorders. In the current review article, we discuss our postmortem data on GABA receptors, FMRP, and mGluR5 levels and compare our results with other laboratories. Finally, we discuss the interactions between these molecules and the potential for new therapeutic interventions that target these interconnected signaling systems.           
19193898	The FXG: a presynaptic fragile X granule expressed in a subset of developing brain circuits.          The loss of Fragile X mental retardation protein (FMRP) causes Fragile X syndrome, the most common inherited mental retardation and single gene cause of autism. Although postsynaptic functions for FMRP are well established, potential roles at the presynaptic apparatus remain largely unexplored. Here, we characterize the expression of FMRP and its homologs, FXR1P and FXR2P, in the developing, mature and regenerating rodent nervous system, with a focus on presynaptic expression. As expected, FMRP is expressed in the somatodendritic domain in virtually all neurons. However, FMRP is also localized in discrete granules (Fragile X granules; FXGs) in a subset of brain regions including frontal cortex, hippocampal area CA3 and olfactory bulb glomeruli. Immunoelectron microscopy shows that FMRP is localized at presynaptic terminals and in axons within these FXG-rich regions. With the exception of the olfactory bulb, FXGs are prominent only in the developing brain. Experiments in regenerating olfactory circuits indicate that peak FXG expression occurs 2-4 weeks after neurogenesis, a period that correlates with synapse formation and refinement. Virtually all FXGs contain FXR2P, while region-selective subsets harbor FMRP and/or FXR1P. Genetic studies show that FXR2P is essential for FXG expression, while FMRP regulates FXG number and developmental profile. These findings suggest that Fragile X proteins play a distinct, presynaptic role during discrete developmental epochs in defined circuits of the mammalian CNS. We propose that the neurological defects in Fragile X syndrome, including the autistic features, could be due in part to the loss of FMRP function in presynaptic compartments.        
19211207	Fragile X carrier screening and FMR1 allele distribution in the Japanese population.          Fragile X syndrome (FXS), which is the most common form of familial mental retardation, is caused by the expansion of the CGG repeat in the FMR1 gene on the X chromosome. Previous studies have suggested that as compared to other populations, Japanese have a lower prevalence of FXS. In addition, in the normal population, there are no carriers who have the premutation allele. We analyzed a total of 946 normal Japanese (576 males and 370 females) and attempted to estimate the frequency of the FMR1 allele. Within this population, we found that 1,155 alleles were in the normal range (less than 40 CGG repeats) and had a modal number of 27 repeats (35.75%). No carriers with premutations (55-200 CGG repeats) were observed in this normal population. We also identified six intermediate-sized alleles (40-54 CGG repeats), with a reported incidence of 1 in 103 males and 1 in 324 females. However, this allele frequency was different from that previously reported for the Japanese population. Since data from previous studies has suggested that FXS might possibly be associated with the genetic mechanism of autism, we also analyzed the length of the CGG repeats in 109 autistic patients. In all cases the CGG repeat numbers were within the normal range (16-36 repeats) and no individuals presented with expanded premutation or intermediate alleles. This finding indicates that the length of the CGG repeat within the FMR1 is unlikely to be responsible for autism in Japanese.          
27695335	Expanded         DMPK repeats in dizygotic twins referred for diagnosis of autism versus absence of expanded DMPK repeats at screening of 330 children with autism. DMPK gene, autism, comorbidity, genetic testing, myotonic dystrophy type 1 Myotonic dystrophy type 1 (DM1) belongs to the broad spectrum of genetic disorders associated with autism spectrum disorders (ASD). ASD were reported predominantly in congenital and early childhood forms of DM1. We describe dizygotic twin boys with ASD who were referred for routine laboratory genetic testing and in whom karyotyping,         FMR1 gene testing, and single nucleotide polymorphism array analysis yielded negative results. The father of the boys was later diagnosed with suspected DM1, and testing revealed characteristic DMPK gene expansions in his genome as well as in the genomes of both twins and their elder brother, who also suffered from ASD. In accord with previous reports on childhood forms of DM1, our patients showed prominent neuropsychiatric phenotypes characterized especially by hypotonia, developmental and language delay, emotional and affective lability, lowered adaptability, and social withdrawal. The experience with this family and multiple literature reports of ASD in DM1 on the one side but the lack of literature data on the frequency of DMPK gene expansions in ASD patients on the other side prompted us to screen the DMPK gene in a sample of 330 patients with ASD who were first seen by a geneticist before they were 10 years of age, before the muscular weakness, which may signal DM1, usually becomes obvious. The absence of any DMPK gene expansions in this cohort indicates that targeted DMPK gene testing can be recommended only in ASD patients with specific symptoms or family history suggestive of DM1.
27696642	Partially methylated alleles, microdeletion, and tissue mosaicism in a fragile X male with tremor and ataxia at 30 years of age: A case report.         Fragile X syndrome, cerebellar ataxia, fragile X related tremor/ataxia syndrome, mental retardation, methylation, molecular biology, mosaicism, tremor CGG repeat expansion >200 within FMR1, termed full mutation (FM), has been associated with promoter methylation, consequent silencing of gene expression and fragile X syndrome (FXS)-a common cause of intellectual disability and co-morbid autism. Unmethylated premutation (55-199 repeats) and FM alleles have been associated with fragile X related tremor/ataxia syndrome (FXTAS), a late onset neurodegenerative disorder. Here we present a 33-year-old male with FXS, with white matter changes and progressive deterioration in gait with cerebellar signs consistent with probable FXTAS; there was no evidence of any other cerebellar pathology. We show that he has tissue mosaicism in blood, saliva, and buccal samples for the size and methylation of his expanded alleles and a de novo, unmethylated microdeletion. This microdeletion involves a ∼80 bp sequence in the FMR1 promoter as well as complete loss of the CGG repeat in a proportion of cells. Despite FMR1 mRNA levels in blood within the normal range, the methylation and CGG sizing results are consistent with the diagnosis of concurrent FXS and probable FXTAS. The demonstrated presence of unmethylated FM alleles would explain the manifestation of milder than expected cognitive and behavioral impairments and early onset of cerebellar ataxia. Our case suggests that individuals with FXS, who manifest symptoms of FXTAS, may benefit from more detailed laboratory testing. © 2016 Wiley Periodicals, Inc.          
